FID,ponto,id_bem,identificacao_bem,co_iphan,no_logradouro,nu_logradouro,id_natureza,ds_natureza,codigo_iphan,id_classificacao,ds_classificacao,id_tipo_bem,ds_tipo_bem,sg_tipo_bem,sintese_bem,dt_cadastro
tg_bem_classificacao.fid-7766db4e_192a223c909_7931,POINT (-49.3923776927509 -26.27350769704831),1500,Estação Ferroviária de Serra Alta,SC4215802BIED00005,Reinaldo Malon,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Com influências discretas do estilo neoclássico, possui empenas nas fachadas frontal e laterais que sugerem frontões retos. Os planos que correspondem às interseções dos volumes, na fachada frontal, recebem tratamento vertical, de forma a diferenciá-los do restante do plano da própria fachada. A cobertura da plataforma de passageiros é sustentada por treliças metálicas. O acesso se faz por portas com bandeiras em arco pleno. Nas fachadas laterais, janelas também em arco pleno, além de óculo.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_7932,POINT (-48.51443663371031 -16.742123471142726),1329,Estação Ferroviária de Tavares,GO5222005BIED00001,da Estação,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Tavares, localizado(a) no estado de Goiás, cidade(s) de Vianópolis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_7995,POINT (-48.43496278060079 -16.806150854303567),2625,Estação Ferroviária de Ponte Funda,GO5222005BIED00002,da Estação,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Ponte Funda, localizado(a) no estado de Goiás, cidade(s) de Vianópolis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-05-23
tg_bem_classificacao.fid-7766db4e_192a223c909_7ac8,POINT (-50.837021301682164 -26.037561885151774),2547,Casa em alvenaria,PR4118709BIED00010,da Estação,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Casa em alvenaria, localizado(a) no estado de Paraná, cidade(s) de Paulo Frontin, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-26
tg_bem_classificacao.fid-7766db4e_192a223c909_7d14,POINT (-39.37100018300938 -5.585465645450854),1284,Estação Ferroviária de Senador Pompeu,CE2312700BIED00001,do Trilho,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Edifício térreo, simétrico, com telhado de seis águas e frontões nas fachadas longitudinais. Destacam-se no exterior, os cunhais recortados, os pilares, falsos óculos e os perfis ressaltados no reboco nas empenas transversais. O armazém e a oficina compõem um galpão longitudinal, com telhado de fibrocimento. Na casa do agente, telhado cerâmico de duas águas com lambrequins, acesso principal lateral, embasamento e cunhais, empena em frontão triangular e molduras nas fenestrações de verga reta.",2015-06-13
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-7d0c,POINT (-52.38431023754733 -29.98007543087414),1543,Armazém,RS4315701BIED00001,da Estação,s/nº,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém', localizado(a) no estado de Rio Grande do Sul, cidade(s) de Rio Pardo, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-7cd9,POINT (-52.38402055897286 -29.979773397855038),2566,Caixa d´água - Reservatório,RS4315701BIED00004,da Estação,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Caixa d´água - Reservatório, localizado(a) no estado de Rio Grande do Sul, cidade(s) de Rio Pardo, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-05-18
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-7830,POINT (-36.472701120990976 -9.319141353835862),1299,Armazém dav Estação Ferroviária de Quebrangulo,AL2707602BIED00002,Major Cícero de Goes Monteiro,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém dav Estação Ferroviária de Quebrangulo, localizado(a) no estado de Alagoas, cidade(s) de Quebrangulo, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-16
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-7825,POINT (-36.472166295590824 -9.319923854084317),1300,Depósito da Estação Ferroviária de Quebrangulo,AL2707602BIED00003,da Estação Ferroviária,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Depósito da Estação Ferroviária de Quebrangulo, localizado(a) no estado de Alagoas, cidade(s) de Quebrangulo, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-16
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-7805,POINT (-36.472357798237404 -9.319660127884974),1298,Estação Ferroviária de Quebrangulo,AL2707602BIED00001,Major Cícero de Goes Monteiro,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Quebrangulo, localizado(a) no estado de Alagoas, cidade(s) de Quebrangulo, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-16
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-77c5,POINT (-39.38129188278537 -5.595788599914577),1285,Ponte Ferroviária,CE2312700BIED00002,Ponte sobre o Rio Banabuiu,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Ponte Ferroviária , localizado(a) no estado de Ceará, cidade(s) de Senador Pompeu, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-13
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-77b4,POINT (-35.720147627913704 -9.672027238550006),1259,Estação Ferroviária de Jaraguá,AL2704302BIED00001,Rua Sá e Albuquerque,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Jaraguá, localizado(a) no estado de Alagoas, cidade(s) de Maceió, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-13
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-77a3,POINT (-38.500057498737284 -12.946456043486188),1265,Antigo Posto Médico,BA2927408BIED00085,11 de Dezembro,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,Apresenta cobertura em fibrocimento e alvenarias portantes. As esquadrias são em madeira e cobogó e o piso é cerâmico.,2015-06-13
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-77a2,POINT (-43.770227656984325 -22.437011027189065),1610,Estação Ferroviária de Aristides Lobo (antiga Ypiranga),RJ3306206BIED00004,da Estação Ferroviária de Aristides Lobo,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Aristides Lobo (antiga Ypiranga), localizado(a) no estado de Rio de Janeiro, cidade(s) de Vassouras, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-77a1,POINT (-51.01422090407235 -26.77300682341392),1499,Estação Ferroviária de Caçador Nova,SC4203006BIED00002,Emílio Joaquim,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Possui platibanda em toda a extensão de seu perímetro, com pequena elevação central ao longo dessa fachada longitudinal, de destacando o eixo de simetria. A fachada frontal tem seu eixo central marcado por alta torre central, cujo volume assenta-se, por sua vez, sobre outro menor, criando, os dois, saliências sobre a fachada frontal. Na fachada posterior, a cobertura da plataforma de passageiros tem sustentação por meio de vigas curvas e acabamento de borda em concreto armado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-778f,POINT (-43.770458326959734 -22.437159777007516),1609,Casa do Agente (antiga Ypiranga),RJ3306206BIED00003,da Estação Ferroviária de Aristides Lobo,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Casa do Agente (antiga Ypiranga), localizado(a) no estado de Rio de Janeiro, cidade(s) de Vassouras, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-7775,POINT (-43.69188033166004 -22.372830454974824),1608,Estação Ferroviária de Barão de Vassouras,RJ3306206BIED00002,Otávio Gomes,48,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Barão de Vassouras, localizado(a) no estado de Rio de Janeiro, cidade(s) de Vassouras, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-776f,POINT (-50.00032221999095 -24.79086592477814),2463,Terreno,PR4104907BIED00002,Miguel Couto,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno , localizado(a) no estado de Paraná, cidade(s) de Castro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-775e,POINT (-50.00053679671362 -24.791109427366404),1652,Estação Ferroviária de Castro,PR4104907BIED00001,Miguel Couto,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Castro, localizado(a) no estado de Paraná, cidade(s) de Castro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-7756,POINT (-50.00061189856452 -24.79175227189995),2464,Sanitário no pátio da Estação Ferroviária de Castro,PR4104907BIED00003,Miguel Couto,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Sanitário no pátio da Estação Ferroviária de Castro, localizado(a) no estado de Paraná, cidade(s) de Castro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-773d,POINT (-41.61555555999999 -21.48805556),1556,Terreno - Pátio da Estação de Cardoso Moreira,RJ3301157BIED00003,Domitilia Vilela Marins,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno - Pátio da Estação de Cardoso Moreira, localizado(a) no estado de Rio de Janeiro, cidade(s) de Cardoso Moreira, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-771d,POINT (-41.61555555999999 -21.48805556),1555,Antiga Casa de Turma I,RJ3301157BIED00002,Domitilia Vilela Marins,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antiga Casa de Turma I, localizado(a) no estado de Rio de Janeiro, cidade(s) de Cardoso Moreira, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-771c,POINT (-41.615327863106664 -21.48798487895895),2481,Antiga Casa de Turma II,RJ3301157BIED00004,Domitilia Vilela Marins,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antiga Casa de Turma II, localizado(a) no estado de Rio de Janeiro, cidade(s) de Cardoso Moreira, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-13
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-770e,POINT (-35.418679098218455 -6.685880329093288),1588,Estação ferroviária de Duas Estradas,PB2505808BIED00001,José Moreno Gondim,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação ferroviária de Duas Estradas, localizado(a) no estado de Paraíba, cidade(s) de Duas Estradas, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-76f8,POINT (-35.41870457920458 -6.6858909849664245),2418,Terreno do pátio da Estação Ferroviária de Duas Estradas,PB2505808BIED00003,José Moreno Gondim,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno do pátio da Estação Ferroviária de Duas Estradas, localizado(a) no estado de Paraíba, cidade(s) de Duas Estradas, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-06
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-76ef,POINT (-35.41835589203283 -6.685491389565735),2419,"Trecho de ferrovia, estimado em 6 km",PB2505808BIED00004,José Moreno Gondim,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Trecho de ferrovia, estimado em 6 km, localizado(a) no estado de Paraíba, cidade(s) de Duas Estradas, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-06
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-76d8,POINT (-41.751741129457415 -21.647882026690755),1553,Estação Ferroviária de São Fidélis,RJ3304805BIED00002,Paranhos,220,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de São Fidélis, localizado(a) no estado de Rio de Janeiro, cidade(s) de São Fidélis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-76d0,POINT (-41.84015319492624 -21.592905368093092),1552,Estação Ferroviária de Pureza,RJ3304805BIED00001,da Estação Ferroviária,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Pureza, localizado(a) no estado de Rio de Janeiro, cidade(s) de São Fidélis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-76c2,POINT (-43.822733611889994 -22.472763907912704),1551,Estação Ferroviária Central de Barra do Piraí (com gare e passagem subterrânea),RJ3300308BIED00003,da Estação Ferroviária,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária Central de Barra do Piraí (com gare e passagem subterrânea), localizado(a) no estado de Rio de Janeiro, cidade(s) de Barra do Piraí, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-76b3,POINT (-43.466754949866576 -22.453568159069974),1549,"Terreno, composto de um campo de futebol identificado como “Central Atlético Clube” e antiga Casa d",RJ3302908BIED00002,General Ferreira do Amaral,255,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno, composto de um campo de futebol identificado como “Central Atlético Clube” e antiga Casa d, localizado(a) no estado de Rio de Janeiro, cidade(s) de Miguel Pereira, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-76ac,POINT (-49.74443998130139 -25.856623326088073),1649,Estação Ferroviária de Lavrinha,PR4113205BIED00006,da Estação,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Lavrinha, localizado(a) no estado de Paraná, cidade(s) de Lapa, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-751a,POINT (-51.01452131148139 -26.771857375415603),1498,Armazém,SC4203006BIED00001,Getúlio Vargas,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém, localizado(a) no estado de Santa Catarina, cidade(s) de Caçador, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-74d7,POINT (-44.95713232044939 -22.577842599336535),1462,Estação Central de Cruzeiro,SP3513405BIED00003,Engenheiro Antônio Penido,s/n,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Central de Cruzeiro, localizada no estado de São Paulo, cidade de Cruzeiro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-736e,POINT (-36.627251546965745 -9.40737950508967),1253,Estação Ferroviária de Palmeira dos Índios,AL2706307BIED00002,Pinto de Andrade,S/N,2,Bem Imóvel,BI,73,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Palmeira dos Índios, localizado(a) no estado de Alagoas, cidade(s) de Palmeira dos Índios, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-13
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-72b8,POINT (-53.809110910880655 -29.67800631783371),1444,Edifício do Centro de Formação Profissional,RS4316907BIED00001,Venâncio Aires,2277,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Edifício do Centro de Formação Profissional, localizado(a) no estado de Rio Grande do Sul, cidade(s) de Santa Maria, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-729f,POINT (-38.5003149908009 -12.94602734270843),1425,Estação Ferroviária da Calçada,BA2927408BIED00086,Nilo Peçanha,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária da Calçada , localizado(a) no estado de Bahia, cidade(s) de Salvador, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-728e,POINT (-51.151484505570515 -26.472918687366203),2501,Edificação 8,SC4210704BIED00005,Cristóvão Carneiro,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Residência 8, localizado(a) no estado de Santa Catarina, cidade(s) de Matos Costa, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-20
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-725c,POINT (-38.49997837357027 -12.946233851102184),30996,Tipografia,BA2927408BIED01462,da Calçada,50,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Tipografia, também conhecido(a) como Antigo Edifício da Tipografia, localizado(a) no estado de Bahia, cidade(s) de Salvador, é um Bem Imóvel, do tipo Edificação, com estado de conservação Bom e de preservação Íntegro.",2020-10-27
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-6fb1,POINT (-36.62785236178472 -9.408144237632905),1254,Armazém da Estação Ferroviária de Palmeira dos Índios,AL2706307BIED00003,Luis de Andrade,S/N,2,Bem Imóvel,BI,73,Arquitetura de transportes,8,Edificação,ED,"Armazém da Estação Ferroviária de Palmeira dos Índios, localizado(a) no estado de Alagoas, cidade(s) de Palmeira dos Índios, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-13
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-6fb0,POINT (-36.627474840867166 -9.407580611392135),1255,Casa do Agente da Estação Ferroviária de Palmeira dos Índios,AL2706307BIED00004,Luiz de Andrade,S/N,2,Bem Imóvel,BI,73,Arquitetura de transportes,8,Edificação,ED,"Casa do Agente da Estação Ferroviária de Palmeira dos Índios, localizado(a) no estado de Alagoas, cidade(s) de Palmeira dos Índios, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-13
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-6fa7,POINT (-36.62769142924564 -9.408236852188379),1256,Depósito da Estação Ferroviária de Palmeira dos Índios,AL2706307BIED00005,Pinto de Andrade,S/N,2,Bem Imóvel,BI,73,Arquitetura de transportes,8,Edificação,ED,"Depósito da Estação Ferroviária de Palmeira dos Índios, localizado(a) no estado de Alagoas, cidade(s) de Palmeira dos Índios, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-13
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-6e85,POINT (-51.151516692078694 -26.472918687366203),2503,Casa 5,SC4210704BIED00007,Cristóvão Carneiro,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Residência 5, localizado(a) no estado de Santa Catarina, cidade(s) de Matos Costa, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-20
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-6d8e,POINT (-35.20054417631 -5.775619388711466),2486,Oficina metálica,RN2408102BIED00010,Olavo Bilac,21,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Oficina metálica, localizado(a) no estado de Rio Grande do Norte, cidade(s) de Natal, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-18
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-6d6b,POINT (-40.34405828780466 -20.326959253600947),1318,Estação de Vitória,ES3205200BIED00004,Anésio José Simões,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação de Vitória, localizado(a) no estado de Espírito Santo, cidade(s) de Vila Velha, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-6d38,POINT (-40.81316874778014 -20.557338346457264),2523,Caixa d´água - Reservatório,ES3200300BIED00005,Colombo Guardiã,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Caixa d´água - Reservatório , localizado(a) no estado de Espírito Santo, cidade(s) de Alfredo Chaves, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-24
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-6b7a,POINT (-43.741005599999994 -18.454744399999996),1350,Pátio da Estação de Barão do Guaicuhy,MG3127602BIED00003,Souza Lima,1270,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Pátio da Estação de Barão do Guaicuhy, localizado(a) no estado de Minas Gerais, cidade(s) de Gouveia, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-672c,POINT (-41.77093516969037 -2.906080655367585),2441,Antiga Cooperativa,PI2207702BIED00005,Antonio Dumont,140,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antiga Cooperativa, localizado(a) no estado de Piauí, cidade(s) de Parnaíba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Em Arruinamento e de preservação Pouco Alterado.",2017-04-11
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-6503,POINT (-41.771664730542035 -2.9061047642040982),2454,Antiga Oficina Ferroviária,PI2207702BIED00018,Antonio Dumont,140,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antiga Oficina Ferroviária, localizado(a) no estado de Piauí, cidade(s) de Parnaíba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-11
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-6334,POINT (-44.580401268928334 -21.104412373292316),1368,Estação Ferroviária de Nazareno,MG3144508BIED00001,Estação de Nazareno,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Nazareno, localizado(a) no estado de Minas Gerais, cidade(s) de Nazareno, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-62bf,POINT (-47.78401487805195 -21.149124295753296),1457,Estação Ferroviária de Ribeirão Preto,SP3543402BIED00001,Mogiana,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Ribeirão Preto, localizado(a) no estado de São Paulo, cidade(s) de Ribeirão Preto, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-6123,POINT (-40.81332030751135 -20.557382758504875),1348,Pátio Ferroviário de Matilde,ES3200300BIED00004,Colombo Guardiã,52,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Pátio Ferroviário de Matilde, localizado(a) no estado de Espírito Santo, cidade(s) de Alfredo Chaves, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-611a,POINT (-40.813461123483386 -20.55751008490438),1319,Girador (rotunda),ES3200300BIED00001,da Estação de Matilde,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Girador (rotunda), localizado(a) no estado de Espírito Santo, cidade(s) de Alfredo Chaves, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-6074,POINT (-41.77165936612386 -2.905451146675197),2452,Antiga Tipografia,PI2207702BIED00016,Antonio Dumont,140,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antiga Tipografia, localizado(a) no estado de Piauí, cidade(s) de Parnaíba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-11
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-5f14,POINT (-43.88812130021072 -4.4526962554739855),1764,Armazém,MA2103307BIED00002,1º de Março,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém, também conhecido(a) como Armazém, localizado(a) no estado de Maranhão, cidade(s) de Codó, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2016-01-27
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-5f0e,POINT (-43.358869 -4.865072200000003),822,Armazém 2,MA2103000BIED00001,General Sampaio,5,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Armazém 2, localizado(a) no estado de Maranhão, cidade(s) de Caxias, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-11
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-5f06,POINT (-44.29526498335851 -3.088370290742853),1251,Estação Ferroviária de Recurso,MA2110203BIED00001,Km 88,,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Estação Ferroviária de Recurso, localizado(a) no estado de Maranhão, cidade(s) de Santa Rita, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-5efe,POINT (-45.27550100315067 -20.774420514978548),1708,"Antiga Estação Ferroviária de Candeias, Candeias, MG",MG3112000BIED00001,Getúlio Vargas,,2,Bem Imóvel,BI,73,Arquitetura de transportes,8,Edificação,ED,"Estação  Ferroviária de Candeias, localizado(a) no estado de Minas Gerais, cidade(s) de Candeias, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-11-06
